Searched by ion,Searced by name,Product Mass,QualifierMass,Compound,Retention Time,report.results_GT_001_Lipid_1(raw),report.results_GT_001_Lipid_10(raw),report.results_GT_001_Lipid_11(raw),report.results_GT_001_Lipid_12(raw),report.results_GT_001_Lipid_13(raw),report.results_GT_001_Lipid_14(raw),report.results_GT_001_Lipid_15(raw),report.results_GT_001_Lipid_16(raw),report.results_GT_001_Lipid_17(raw),report.results_GT_001_Lipid_18(raw),report.results_GT_001_Lipid_19(raw),report.results_GT_001_Lipid_2(raw),report.results_GT_001_Lipid_20(raw),report.results_GT_001_Lipid_21(raw),report.results_GT_001_Lipid_22(raw),report.results_GT_001_Lipid_23(raw),report.results_GT_001_Lipid_24(raw),report.results_GT_001_Lipid_25(raw),report.results_GT_001_Lipid_26(raw),report.results_GT_001_Lipid_27(raw),report.results_GT_001_Lipid_28(raw),report.results_GT_001_Lipid_29(raw),report.results_GT_001_Lipid_3(raw),report.results_GT_001_Lipid_4(raw),report.results_GT_001_Lipid_5(raw),report.results_GT_001_Lipid_6(raw),report.results_GT_001_Lipid_7(raw),report.results_GT_001_Lipid_8(raw),report.results_GT_001_Lipid_9(raw),report.results_GT_001_Lipid_1: Log2(normalized),report.results_GT_001_Lipid_10: Log2(normalized),report.results_GT_001_Lipid_11: Log2(normalized),report.results_GT_001_Lipid_12: Log2(normalized),report.results_GT_001_Lipid_13: Log2(normalized),report.results_GT_001_Lipid_14: Log2(normalized),report.results_GT_001_Lipid_15: Log2(normalized),report.results_GT_001_Lipid_16: Log2(normalized),report.results_GT_001_Lipid_17: Log2(normalized),report.results_GT_001_Lipid_18: Log2(normalized),report.results_GT_001_Lipid_19: Log2(normalized),report.results_GT_001_Lipid_2: Log2(normalized),report.results_GT_001_Lipid_20: Log2(normalized),report.results_GT_001_Lipid_21: Log2(normalized),report.results_GT_001_Lipid_22: Log2(normalized),report.results_GT_001_Lipid_23: Log2(normalized),report.results_GT_001_Lipid_24: Log2(normalized),report.results_GT_001_Lipid_25: Log2(normalized),report.results_GT_001_Lipid_26: Log2(normalized),report.results_GT_001_Lipid_27: Log2(normalized),report.results_GT_001_Lipid_28: Log2(normalized),report.results_GT_001_Lipid_29: Log2(normalized),report.results_GT_001_Lipid_3: Log2(normalized),report.results_GT_001_Lipid_4: Log2(normalized),report.results_GT_001_Lipid_5: Log2(normalized),report.results_GT_001_Lipid_6: Log2(normalized),report.results_GT_001_Lipid_7: Log2(normalized),report.results_GT_001_Lipid_8: Log2(normalized),report.results_GT_001_Lipid_9: Log2(normalized),Compound Name,Measured Retention Time,Product Mass,QualifierMass,CASNumber,CompoundType,ISTDCompoundName,Mass Column
found  ,,878.5775,900.5582,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))_4.969",4.969,97964.625,187758.5,262992.4,16011.203,200364.92,127150.24,215806.48,183540.38,108994.15,149876.08,145783.69,17264.8,262234.16,193542.75,255096.83,103165.5,180255.72,123788.29,152108.34,174885.39,323356.44,203375.08,134538.2,116560.94,184512.86,73827.05,189007.61,344047.97,216401.11,16.579973,17.518518,18.004662,13.966794,17.61227,16.956175,17.719378,17.485737,16.73389,17.19341,17.15347,14.075545,18.000496,17.562294,17.960684,16.6546,17.459686,16.917515,17.214739,17.41605,18.302765,17.633783,17.037657,16.830725,17.49336,16.171862,17.528086,18.39225,17.723349,"PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))_4.969",4.8327165,878.5775,900.5582,,Target,,0
not found ,,716.5238,717.5278,"PE(20:2(11Z,14Z)/14:0)_5.247",5.247,298514.78,447439.2,299512.44,288943.66,319174.8,380901.38,340109.88,327685.38,311677.38,397737.66,391511.47,477612.56,260963.88,192074.44,225184.97,534467.2,402067.25,403330.94,212139.4,245834.66,228143.84,489067.7,445025.6,331542.72,402620.94,542432.56,383490.1,266534.16,447748.7,18.187443,18.771332,18.192255,18.140429,18.283987,18.539059,18.37564,18.32195,18.249695,18.601458,18.578695,18.86548,17.99349,17.551306,17.78075,19.027742,18.617079,18.621605,17.694654,17.90733,17.799583,18.899673,18.763529,18.338835,18.619062,19.049084,18.54883,18.02396,18.77233,"PE(20:2(11Z,14Z)/14:0)_5.247",5.23855,716.5238,717.5278,,Target,,0
not found ,,714.5084,715.5122,"PE(20:3(8Z,11Z,14Z)/14:0)_4.827",4.827,24668.99,48511.312,34182.03,28792.81,31643.428,54155.17,39870.92,40430.273,35516.66,42288.664,52399.28,58657.117,35948.25,38749.723,24695.676,69443.46,51358.887,42682.24,26204.977,22522.045,22773.488,50591.055,47063.586,21815.904,44682.863,64139.98,43683.344,28734.541,51531.406,14.590411,15.566034,15.06095,14.813421,14.949618,15.724812,15.28305,15.303148,15.116209,15.367983,15.6772585,15.840019,15.133634,15.241898,14.591971,16.083551,15.648326,15.381349,14.677552,14.45905,14.475067,15.626594,15.522323,14.413093,15.447433,15.968936,15.414795,14.810498,15.653165,"PE(20:3(8Z,11Z,14Z)/14:0)_4.827",4.81615,714.5084,715.5122,,Target,,0
inconclusive,,784.4879,785.4925,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))_4.876",4.876,39509.973,26045.66,33622.055,26224.959,32588.344,7752.211,198344.17,20388.127,25448.29,153920.02,27722.902,10159.572,163828.22,29684.541,21807.943,233114.47,223576.88,20108.63,23844.568,20811.064,31726.904,30900.148,255927.38,15427.59,16258.646,147578.45,22498.77,17623.883,17743.89,15.26993,14.668756,15.03712,14.678653,14.992069,12.920392,17.597647,14.315441,14.635281,17.231821,14.75879,13.310552,17.321825,14.857425,14.412566,17.830679,17.77041,14.2955265,14.541372,14.345063,14.95342,14.915326,17.965376,13.913224,13.988919,17.171122,14.457558,14.105244,14.115034,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))_4.876",4.4931335,784.4879,785.4925,,Target,,0
not found ,,824.6223,826.6264,"PE(24:1(15Z)/18:3(9Z,12Z,15Z))_5.812",5.812,342342.34,307338.1,371700.62,291703.88,352311.8,404184.4,346594.97,399393.5,368375.28,471479.03,396176.38,385226.97,419626.3,515459,429694.2,315854.5,447332.1,400019.75,719677.9,403339.84,329117.4,349724.88,364048.16,291597.16,354315.03,403574.22,328320.78,301181.75,230591.45,18.38508,18.229467,18.50378,18.154144,18.426493,18.624655,18.402891,18.60745,18.490816,18.846834,18.595783,18.55535,18.678745,18.975498,18.71295,18.268902,18.770987,18.60971,19.456991,18.621635,18.328243,18.415861,18.47377,18.153618,18.434673,18.622475,18.324745,18.200275,17.81498,"PE(24:1(15Z)/18:3(9Z,12Z,15Z))_5.812",5.9094334,824.6223,826.6264,,Target,,0
not found ,,850.638,852.6348,"PE(24:1(15Z)/20:4(8Z,11Z,14Z,17Z))_5.843",5.843,38189.348,28010.596,275382.9,113279.37,56608.996,174409.14,54767.883,317623.38,114309.586,67703.664,97739.56,60486.66,424578.3,575587.7,66534.625,46800.52,228606.97,99766.64,166970.84,102800.39,95224.57,24866.295,26984.941,59620.016,131497.48,78010.3,346988.78,35320.75,195128.45,15.220882,14.773685,18.07108,16.789526,15.788743,17.412117,15.741042,18.276958,16.802588,16.046946,16.576654,15.88433,18.695671,19.134676,16.021816,15.514237,17.80251,16.60627,17.349237,16.649487,16.539045,14.601904,14.719867,15.863509,17.004675,16.251377,18.40453,15.108229,17.574064,"PE(24:1(15Z)/20:4(8Z,11Z,14Z,17Z))_5.843",5.702367,850.638,852.6348,,Target,,0
not found ,,818.7011,819.7041,PE(O-20:0/22:0)_6.619,6.619,86146.336,113236.37,56976.51,163069.66,104944.98,21418.424,129041.8,17471.016,49977.92,58643.38,105204.55,377862.84,124557.28,208857.97,190140.47,70213.914,103641.266,58021.883,224494.56,106057.2,129382.69,481606.7,64076.81,106862.12,41916.715,66825.5,77683.24,245220.48,367006.38,16.394503,16.788979,15.79808,17.31513,16.679274,14.386564,16.97748,14.092675,15.609004,15.839681,16.682837,18.527502,16.92645,17.672163,17.536707,16.09947,16.66124,15.824309,17.776321,16.694483,16.981285,18.877495,15.967515,16.70539,15.355238,16.028112,16.245316,17.90372,18.485445,PE(O-20:0/22:0)_6.619,6.65485,818.7011,819.7041,,Target,,0
not found ,,463.3185,441.336,Pfaffic acid_1.914,1.914,39519.13,12922.361,21262.32,60594.688,58265.855,20273.604,24844.53,17030.465,22758.746,81182.64,43061.117,15151.75,44919.043,65987.73,14814.093,18155.05,45818.88,27210.953,25510.35,258041.8,25954.395,83601.695,30145.23,42064.1,16842.05,27189.018,25952.541,55163.805,162065.66,15.270264,13.657582,14.376012,15.886904,15.830363,14.307315,14.60064,14.05583,14.474133,16.308884,15.394098,13.8871975,15.455039,16.00991,13.854683,14.148084,15.483654,14.7319,14.638795,17.977245,14.663691,16.351246,14.879642,15.360302,14.039781,14.730737,14.663588,15.751434,17.30622,Pfaffic acid_1.914,1.9504,463.3185,441.336,,Target,,0
not found ,,667.4555,668.4585,PG(16:0/12:0)_2.969,2.969,7530.781,35647.72,68553.55,32461.594,26402.004,104278.16,130800.875,104810.42,112285.82,107274.67,211218.25,67361.49,188450.97,156360.98,158626.25,138423.7,299611.4,91970.82,160821.77,143678.64,103279.95,152829.03,24458.625,59329.492,73175.3,27860.84,85707.25,38869.195,32657.81,12.878584,15.121522,16.064943,14.986445,14.68836,16.670078,16.997013,16.677423,16.776817,16.71095,17.688374,16.039637,17.52383,17.25452,17.275272,17.078732,18.192734,16.48889,17.295103,17.132486,16.6562,17.221558,14.578055,15.856462,16.15907,14.765951,16.38713,15.246339,14.99514,PG(16:0/12:0)_2.969,3.0437,667.4555,668.4585,,Target,,0
found  ,,679.4555,680.4587,PG(17:1(9Z)/12:0)_3.854,3.854,40787.43,22361.209,32179.262,40993.27,35330.617,16143.5625,80431.43,85533.94,55443.707,44681.32,54587.55,13304.562,57741.137,55720.7,76405.8,42824.09,53115.17,44022.387,79676.44,52159.98,54035.645,66596.836,28332.865,52509.387,68730.84,28839.637,28789.89,24952.479,34334.93,15.315837,14.448711,14.973845,15.3231,15.108632,13.978671,16.295471,16.384209,15.758736,15.447384,15.736284,13.699633,15.817312,15.765926,16.221394,15.386135,15.6968355,15.425949,16.281866,15.670656,15.721623,16.023165,14.790189,15.680287,16.06867,14.815766,14.813274,14.606895,15.067389,PG(17:1(9Z)/12:0)_3.854,3.8885,679.4555,680.4587,,Target,,0
found  ,,889.6896,890.692,PG(22:1(11Z)/22:0)_7.196,7.196,8913.361,36007.234,82621.87,51020.44,58694.363,148728.89,19934.3,46295.6,40861.18,36477.9,45882.77,20678.959,38369.418,8055.321,56315.234,84686.29,39287.68,41104.92,59513.19,11864.34,4606.8853,5360.7,52234.637,46976.54,67253.805,50043.32,75292.82,64624.32,28434.514,13.121754,15.135999,16.334236,15.638788,15.840934,17.182325,14.282965,15.498588,15.318443,15.154736,15.485664,14.3358755,15.227669,12.975726,15.781238,16.36984,15.26179,15.3270235,15.860923,13.534344,12.169577,12.3882065,15.67272,15.519652,16.037329,15.61089,16.200226,15.97979,14.795355,PG(22:1(11Z)/22:0)_7.196,6.9281836,889.6896,890.692,,Target,,0
not found ,,809.5338,810.5378,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:0)_3.731",3.731,19031.037,16683.654,59009.023,17465.469,16380.124,15475.593,27307.56,50799.254,21444.74,16018.851,53281.734,16313.968,36286.973,21755.92,17160.406,22605.285,77390.19,10663.056,39651.875,33017.438,15975.177,33492.133,8566.655,18582.531,25921.842,12259.721,23154.418,70565.086,36537.66,14.216066,14.026148,15.848648,14.092217,13.999659,13.917707,14.737013,15.63252,14.388337,13.967483,15.701353,13.993819,15.147164,14.409121,14.066796,14.464373,16.239864,13.380333,15.275102,15.010941,13.963544,15.031534,13.064516,14.181659,14.6618805,13.581639,14.499001,16.106667,15.157097,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:0)_3.731",3.6897333,809.5338,810.5378,,Target,,0
found  ,,525.3557,526.3581,PG(P-20:0/0:0)_3.626,3.626,94837.39,22238.283,36309.12,52131.285,19641.072,75208.05,12134.706,45715.223,2718.207,25793.203,54374.49,44262.617,22577.064,34474.875,11457.023,23682.316,29838.441,49080.445,70791.72,22242.873,10958.563,38284.81,10849.748,36224.67,23392.035,45081.434,42360.457,45346.617,89617.2,16.533169,14.440757,15.148045,15.669862,14.261585,16.198599,13.566852,15.480387,11.40844,14.654703,15.730642,15.433802,14.46257,15.073257,13.483945,14.531523,14.864884,15.582861,16.111294,14.441055,13.41977,15.224484,13.405374,15.144685,14.51373,15.460245,15.370431,15.468707,16.451487,PG(P-20:0/0:0)_3.626,3.54065,525.3557,526.3581,,Target,,0
not found ,,853.5001,854.5036,"PGP(18:3(9Z,12Z,15Z)/18:0)_3.446",3.446,112484.66,127240.82,145896.92,127168.27,123908.414,108230.82,120559.25,116275.83,92370.39,104692.445,108584.5,134101.23,115466.01,102206.48,84617.96,142067,111482.75,124344.35,97027.02,109620.13,122048.94,90243.7,117071.66,142816.67,153300.73,161033.8,121293.33,141185.67,168456.16,16.77937,16.957201,17.15459,16.956379,16.918915,16.723751,16.879383,16.82719,16.495142,16.675798,16.728458,17.032963,16.817108,16.641127,16.368675,17.11621,16.76646,16.92398,16.5661,16.742153,16.8971,16.461538,16.837032,17.123804,17.226006,17.297003,16.88814,17.107233,17.362013,"PGP(18:3(9Z,12Z,15Z)/18:0)_3.446",3.3832834,853.5001,854.5036,,Target,,0
not found ,,871.5751,873.5809,Pheophytin a_6.257,6.257,27331.893,167122.64,22792.883,89287.91,68603.945,140667.23,42003.11,35947.67,44716.297,153721.39,5774.644,85617.695,25112.832,114324.195,162069.67,55932.25,158706.27,84490.914,145793.33,171679.61,67963.36,71424.12,151451.08,154055.12,102062.79,89008.86,162302.28,18353.049,16107.382,14.738298,17.350548,14.476295,16.446177,16.066004,17.101927,15.358209,15.133611,15.448514,17.229958,12.495517,16.38562,14.616137,16.80277,17.306255,15.771393,17.276,16.366508,17.153564,17.38936,16.05247,16.124123,17.208492,17.233088,16.639097,16.441662,17.308325,14.163732,13.975434,Pheophytin a_6.257,6.37325,871.5751,873.5809,,Target,,0
found  ,,859.5332,881.5153,"PI(20:4(8Z,11Z,14Z,17Z)/16:0)_3.679",3.679,700083.75,100813,107618.64,77827.19,145749.36,69592.54,120420.76,90836.47,100528.4,71021.02,111096.18,95840.94,106595.336,85604.29,96555.07,123585.96,77177.3,100957.945,72546.734,81836.27,101063.914,91405.234,125389.16,134798.64,172476.95,126411.63,99862.5,101770.46,170195.36,19.417168,16.621323,16.715569,16.247986,17.15313,16.086645,16.877726,16.470984,16.617243,16.11596,16.76145,16.548355,16.701784,16.385395,16.559065,16.915155,16.23589,16.623394,16.146624,16.320454,16.624908,16.479988,16.936054,17.040447,17.396044,16.947771,16.607656,16.63496,17.376833,"PI(20:4(8Z,11Z,14Z,17Z)/16:0)_3.679",3.6731668,859.5332,881.5153,,Target,,0
not found ,,825.549,827.5564,PI(21:0/12:0)_4.922,4.922,780300,688991.94,625210.56,642796.56,612477.6,657045.25,693512,643933.3,798989.1,658404.94,708486.9,582013.9,691282.8,693915.25,756821.75,572908.06,663486.5,708970.9,722872.9,686720.94,761877.06,638558.5,674736.5,696221.56,552478.6,712091.75,707416.9,636171.75,343285.3,19.57367,19.394127,19.253983,19.294003,19.224298,19.325632,19.40356,19.29655,19.607817,19.328615,19.434381,19.150694,19.398916,19.4044,19.529594,19.127943,19.339708,19.435368,19.463383,19.389364,19.5392,19.284458,19.363964,19.409187,19.07556,19.441704,19.432201,19.279057,18.389048,PI(21:0/12:0)_4.922,4.90725,825.549,827.5564,,Target,,0
not found ,,873.5543,875.5602,"PI(22:4(7Z,10Z,13Z,16Z)/15:0)_6.375",6.375,103988.73,98045.41,188084.19,151473.86,93374.016,114788.625,188201.33,124508.984,63707.02,140341.48,171390.25,83778.12,176033.89,83982.11,155628.53,109106.18,105136.51,153237.47,78794.2,79505.68,202414.61,164943.34,187984.05,134481.55,144347.1,157383.52,152289.19,143065.23,99746.89,16.666069,16.581161,17.521019,17.20871,16.510733,16.80862,17.521917,16.92589,15.959165,17.098583,17.386927,16.354286,17.425493,16.357794,17.247747,16.735373,16.681904,17.225409,16.2658,16.27877,17.626955,17.331612,17.52025,17.037048,17.139183,17.263926,17.216454,17.126312,16.605984,"PI(22:4(7Z,10Z,13Z,16Z)/15:0)_6.375",6.3401165,873.5543,875.5602,,Target,,0
not found ,,887.5704,909.5499,"PI(22:4(7Z,10Z,13Z,16Z)/16:0)_6.236",6.236,41925.93,56360.46,235050.88,123649.66,217186.4,30659.973,156732.12,74992.586,56190.54,64510.81,50339.418,46508.938,36488.887,31468.19,41427.68,64371.582,253730.83,115071.86,30434.08,111165.15,74926.24,256545.06,69624.89,33511.97,69301.664,60924.758,47098.137,37627.06,126070.734,15.355555,15.782395,17.842613,16.9159,17.728575,14.904069,17.257942,16.19446,15.778039,15.977253,15.619401,15.505219,15.155169,14.9416065,15.338307,15.974136,17.952938,16.812176,14.8934,16.762346,16.193184,17.968853,16.087315,15.032389,16.080603,15.894741,15.523382,15.199483,16.943874,"PI(22:4(7Z,10Z,13Z,16Z)/16:0)_6.236",6.1579165,887.5704,909.5499,,Target,,0
not found ,,907.5365,908.5396,"PI(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)_6.751",6.751,67101.64,16811.486,202568.17,90870.21,179084.95,61493.953,189039.66,173832.98,78419.87,112128.055,153116.36,154179.05,145564.44,72989.1,78535.09,235377.9,63990.734,33301.12,63551.855,63583.156,147431.38,209512.83,182739.53,70553.63,243161.25,101170.4,135518.75,180727.52,247792.11,16.034061,14.037159,17.628048,16.47152,17.450285,15.908157,17.52833,17.407343,16.258932,16.774788,17.224268,17.234247,17.151299,16.155394,16.261051,17.84462,15.965576,15.023283,15.9556465,15.956356,17.169683,17.67668,17.47943,16.106432,17.891554,16.626429,17.048132,17.463457,17.91877,"PI(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)_6.751",6.9530334,907.5365,908.5396,,Target,,0
not found ,,913.5842,915.594,"PI(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)_6.721",6.721,3321.1082,1.00E-05,22275.77,16471.527,19516.795,146320.55,30495.23,17553.457,19677.748,167413.11,150631.48,176418.7,19114.072,14185.213,20806.193,42806.85,32109.176,20135.434,26698.197,12389.834,29426.75,28477.752,16486.875,16535.783,13353.502,17970.088,4198.199,49885.266,8237.166,11.69745,-16.60964,14.443189,14.007687,14.252428,17.158772,14.8962965,14.099468,14.2642765,17.353054,17.200663,17.428644,14.222347,13.792101,14.344725,15.385554,14.970697,14.297449,14.704454,13.5968685,14.844841,14.797548,14.009029,14.013303,13.70493,14.13331,12.035555,15.606326,13.007933,"PI(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)_6.721",6.7294,913.5842,915.594,,Target,,0
not found ,,883.5319,884.5356,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)_5.552",5.552,50760.875,99364.18,73898.66,83291.375,96927.14,102139.57,87663.42,103058.21,111770.18,117459.586,129275.05,82907.836,100528.55,90520.69,99814.414,94512.4,135360.33,85773.41,75893.3,92319.55,76926.58,101488.07,98155.54,59705.02,87564.31,81230.625,92806.97,84326.266,72549.62,15.631429,16.60044,16.173262,16.345879,16.564613,16.640182,16.419687,16.6531,16.770176,16.841806,16.980083,16.339222,16.617247,16.46596,16.60696,16.528217,17.046446,16.388243,16.211685,16.494349,16.231194,16.63095,16.58278,15.865564,16.418055,16.309736,16.501945,16.363693,16.14668,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)_5.552",5.553283,883.5319,884.5356,,Target,,0
not found ,,905.5212,883.5365,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)_5.979",5.979,33198.062,67121.79,71550.39,96474.03,579429.94,48746.695,41350.957,633344.3,46673.14,45647.273,69480.02,32169.252,86827.65,65387.41,44706.77,56300.484,59745.613,35478.75,71819.61,346400.47,123728.18,73440.21,67801.14,43133.18,34748.31,28703.098,57338.633,37252.934,601240.44,15.018811,16.034492,16.12667,16.557852,19.144276,15.573016,15.335632,19.27263,15.510304,15.47824,16.08431,14.973394,16.405867,15.996725,15.448205,15.78086,15.866546,15.114668,16.13209,18.402082,16.916815,16.164282,16.049023,15.39651,15.084655,14.808918,15.8072195,15.185066,19.197582,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)_5.979",6.04195,905.5212,883.5365,,Target,,0
not found ,,895.5349,896.5382,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:1(9Z))_6.386",6.386,202462.75,24865.5,290120.44,402191.97,477856.34,300102.47,302364.84,325596.2,260643.78,274022.03,296851.4,260208.56,400391.16,274888.5,326952.5,254784.98,250030.83,349610.1,273485.34,318432.62,293738.38,302031.72,147741.61,328641.84,256401.52,315222.38,264504.56,32957.684,176971.72,17.627296,14.601858,18.146292,18.617525,18.866217,18.195095,18.20593,18.312723,17.99172,18.063932,18.179382,17.989307,18.61105,18.068487,18.318722,17.958921,17.931746,18.415388,18.061104,18.280628,18.164171,18.20434,17.172716,18.326157,17.968046,18.26601,18.012934,15.0083275,17.433159,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:1(9Z))_6.386",6.4312334,895.5349,896.5382,,Target,,0
not found ,,909.5549,911.5617,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))_3.931",3.931,9277903,7197237.5,9834043,6467695.5,9278505,5709910.5,7887721.5,9353249,7372642,8403266,7940445,8564496,8033663,6189050,7592854.5,8854868,7281723.5,7246055.5,6368702,7280824.5,8188084.5,8256843,1.02E+07,9763690,1.12E+07,7347263.5,8424746,1.04E+07,1.17E+07,23.145367,22.77901,23.229353,22.62482,23.14546,22.445036,22.911177,23.157038,22.813751,23.002518,22.920788,23.029936,22.937626,22.561287,22.85621,23.07804,22.795849,22.788765,22.602568,22.79567,22.965096,22.97716,23.28598,23.218996,23.420822,22.808775,23.0062,23.311628,23.4749,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))_3.931",3.77255,909.5549,911.5617,,Target,,0
not found ,,923.5717,925.577,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:1(9Z))_4.262",4.262,59153.81,49084.28,63781.336,50506.7,65280.695,46780.55,65715.06,63558.95,68380.51,54813.523,62148.484,73111.88,20294.836,34156.656,16951.713,80209.13,58514.46,51187.83,40265.266,52148.23,51639.26,46456.977,60510.08,64878.176,67918.445,69197.85,67361.44,64472.207,65927.44,15.852183,15.5829735,15.960847,15.624187,15.994369,15.51362,16.003937,15.955808,16.061296,15.742245,15.923432,16.157818,14.308825,15.059879,14.049143,16.29148,15.836505,15.643513,15.297249,15.670331,15.65618,15.503607,15.884887,15.985446,16.051516,16.07844,16.039637,15.97639,16.00859,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:1(9Z))_4.262",4.079,923.5717,925.577,,Target,,0
not found ,,763.4257,764.429,Piefeltarraenin IA_1.454,1.454,112703.95,65974.62,1120686.9,60450.51,937800.8,66731.266,984396.7,99960.82,991628,73609.586,78648.82,108973.89,960930.25,849336.3,95421.72,971232.94,84021.88,66197.92,46506.12,80725.42,74652.305,80804.21,140932.64,139646.95,134431.7,1046566.9,110004.43,103996.02,143376.19,16.782179,16.009623,20.095951,15.883468,19.838923,16.026075,19.90888,16.609074,19.91944,16.167606,16.263138,16.733624,19.874071,19.695976,16.54203,19.889458,16.358479,16.0145,15.505133,16.300735,16.187899,16.302143,17.104647,17.091423,17.036512,19.997232,16.747202,16.666168,17.129446,Piefeltarraenin IA_1.454,1.6025333,763.4257,764.429,97230-47-2,Target,,0
not found ,,483.3493,484.3513,Polyporenic acid C_1.766,1.766,270850.6,181974.02,155160.7,236981.2,552733.5,203810.95,110431.984,122737.6,241534.77,145721.47,119551.93,247848.83,106714.24,160678.45,238028.39,559273.3,130338.69,88037.21,77794.79,53915.07,337776.88,92268.35,230634.52,448673.2,480672.88,183392.67,304945.84,303665.38,445980.7,18.047136,17.473373,17.243404,17.854414,19.076225,17.636871,16.752798,16.905218,17.881872,17.152853,16.86728,17.9191,16.703392,17.293818,17.860773,19.093193,16.991905,16.425827,16.247385,15.718401,18.365711,16.493547,17.815248,18.775307,18.874695,17.484577,18.218193,18.212124,18.766623,Polyporenic acid C_1.766,1.7681834,483.3493,484.3513,465-18-9,Target,,0
not found ,,485.3266,486.3295,Poricoic acid B_1.105,1.105,20882.08,113814.07,18811.512,165633.75,105867.695,36127.246,85378.39,33104.414,67511.61,130021.766,76953.71,6202.9688,90300.67,103746.73,94261.305,10220.129,89054.65,16230.752,23437.766,113263.555,3691.8394,10661.809,10385.971,71133.72,79726.11,84839.14,19953.33,18875.816,20827.094,14.3499775,16.79632,14.199327,17.337637,16.691902,15.1407995,16.381582,15.014736,16.042849,16.988394,16.231703,12.598743,16.462448,16.662706,16.524378,13.319126,16.442402,13.986443,14.516548,16.789324,11.850124,13.380165,13.342348,16.118246,16.282764,16.372442,14.284343,14.20425,14.346173,Poricoic acid B_1.105,1.9421166,485.3266,486.3295,,Target,,0
inconclusive,,425.2501,426.2536,Pravastatin_0.803,0.803,103803.34,100762.9,72259.54,146110.95,82833.04,63631.086,682479,59515.99,83479.445,45775.082,687202.1,168181.47,88947.96,56888.586,33678.555,44489.12,83782.305,41019.04,51193.184,80990.41,60892.406,710775.9,84861.234,123167.23,83080.12,76189.74,99927.06,328321.38,106639.41,16.663494,16.620605,16.1409,17.156704,16.33792,15.957444,19.380424,15.86099,16.349133,15.482274,19.390375,17.35966,16.440674,15.795851,15.039543,15.441165,16.354359,15.324006,15.643664,16.305464,15.893974,19.439035,16.372818,16.91026,16.342215,16.21731,16.608587,18.324749,16.702381,Pravastatin_0.803,0.45955,425.2501,426.2536,,Target,,0
inconclusive,,425.2508,426.2537,Pravastatin_0.961,0.961,94076.62,100176.22,316424.47,97445.08,82213.84,121528,682502.3,178981.4,83479.445,263291.7,683599.94,126188.83,253011.95,39894.44,78116.49,45803.332,61915.16,40653.027,144536.22,252781.78,41329.547,709112.7,84861.234,123167.23,228826.34,76189.74,99927.06,275862.53,124738.484,16.52155,16.61218,18.271502,16.572302,16.327093,16.89093,19.380474,17.449451,16.349133,18.006302,19.382793,16.945225,17.948845,15.2839,16.25334,15.483165,15.918006,15.311074,17.141071,17.947533,15.334886,19.435656,16.372818,16.91026,17.803892,16.21731,16.608587,18.07359,16.928547,Pravastatin_0.961,0.99791664,425.2508,426.2537,,Target,,0
not found ,,531.2943,533.3021,Proscillaridin A_1.023,1.023,35658.06,72663.484,10944.898,84311.23,10786.588,46955.613,43506.8,29188.742,14169.845,63189.72,50141.258,15193.661,25214.629,25965.775,40341.06,19140.75,8279.999,7277.4326,39761.44,79713.61,56672.496,40460.418,108999,20010.45,21063.979,18789.11,60812.42,20369.059,21530.324,15.121941,16.148943,13.417971,16.363436,13.396951,15.51901,15.408954,14.833124,13.790536,15.947402,15.61371,13.891182,14.621973,14.664324,15.299962,14.22436,13.015414,12.829214,15.279081,16.28254,15.790361,15.304224,16.733955,14.2884655,14.36249,14.19761,15.892078,14.314092,14.394082,Proscillaridin A_1.023,1.12215,531.2943,533.3021,466-06-8,Target,,0
