Searched by ion,Searced by name,Product Mass,QualifierMass,Compound,Retention Time,report.results_GT_001_Lipid_1(raw),report.results_GT_001_Lipid_10(raw),report.results_GT_001_Lipid_11(raw),report.results_GT_001_Lipid_12(raw),report.results_GT_001_Lipid_13(raw),report.results_GT_001_Lipid_14(raw),report.results_GT_001_Lipid_15(raw),report.results_GT_001_Lipid_16(raw),report.results_GT_001_Lipid_17(raw),report.results_GT_001_Lipid_18(raw),report.results_GT_001_Lipid_19(raw),report.results_GT_001_Lipid_2(raw),report.results_GT_001_Lipid_20(raw),report.results_GT_001_Lipid_21(raw),report.results_GT_001_Lipid_22(raw),report.results_GT_001_Lipid_23(raw),report.results_GT_001_Lipid_24(raw),report.results_GT_001_Lipid_25(raw),report.results_GT_001_Lipid_26(raw),report.results_GT_001_Lipid_27(raw),report.results_GT_001_Lipid_28(raw),report.results_GT_001_Lipid_29(raw),report.results_GT_001_Lipid_3(raw),report.results_GT_001_Lipid_4(raw),report.results_GT_001_Lipid_5(raw),report.results_GT_001_Lipid_6(raw),report.results_GT_001_Lipid_7(raw),report.results_GT_001_Lipid_8(raw),report.results_GT_001_Lipid_9(raw),report.results_GT_001_Lipid_1: Log2(normalized),report.results_GT_001_Lipid_10: Log2(normalized),report.results_GT_001_Lipid_11: Log2(normalized),report.results_GT_001_Lipid_12: Log2(normalized),report.results_GT_001_Lipid_13: Log2(normalized),report.results_GT_001_Lipid_14: Log2(normalized),report.results_GT_001_Lipid_15: Log2(normalized),report.results_GT_001_Lipid_16: Log2(normalized),report.results_GT_001_Lipid_17: Log2(normalized),report.results_GT_001_Lipid_18: Log2(normalized),report.results_GT_001_Lipid_19: Log2(normalized),report.results_GT_001_Lipid_2: Log2(normalized),report.results_GT_001_Lipid_20: Log2(normalized),report.results_GT_001_Lipid_21: Log2(normalized),report.results_GT_001_Lipid_22: Log2(normalized),report.results_GT_001_Lipid_23: Log2(normalized),report.results_GT_001_Lipid_24: Log2(normalized),report.results_GT_001_Lipid_25: Log2(normalized),report.results_GT_001_Lipid_26: Log2(normalized),report.results_GT_001_Lipid_27: Log2(normalized),report.results_GT_001_Lipid_28: Log2(normalized),report.results_GT_001_Lipid_29: Log2(normalized),report.results_GT_001_Lipid_3: Log2(normalized),report.results_GT_001_Lipid_4: Log2(normalized),report.results_GT_001_Lipid_5: Log2(normalized),report.results_GT_001_Lipid_6: Log2(normalized),report.results_GT_001_Lipid_7: Log2(normalized),report.results_GT_001_Lipid_8: Log2(normalized),report.results_GT_001_Lipid_9: Log2(normalized),Compound Name,Measured Retention Time,Product Mass,QualifierMass,CASNumber,CompoundType,ISTDCompoundName,Mass Column
found  ,,399.7704,798.5398,"PS(22:4(7Z,10Z,13Z,16Z)/15:0)_5.673",5.673,933267.3,938336,765464.3,932851.6,765620.7,982880.3,954314.25,784421.6,1095850,830351.8,1114543.5,830733.4,947514.2,1084594.8,1049191.4,738107.6,1027901.5,979251.4,1114639.9,891282.1,1103651.1,856064.06,98221.16,812858.44,654736.25,958276.94,939196.94,749217.7,608054.06,19.83193,19.839745,19.545975,19.831287,19.54627,19.906656,19.864105,19.58127,20.063618,19.663363,20.088022,19.664026,19.853788,20.048725,20.000847,19.493471,19.971272,19.90132,20.088146,19.765524,20.073853,19.70736,16.583746,19.632645,19.320555,19.870083,19.841068,19.515026,19.21384,"PS(22:4(7Z,10Z,13Z,16Z)/15:0)_5.673",5.578133,399.7704,798.5398,,Target,,0
found  ,,398.7628,399.7655,"PS(22:4(7Z,10Z,13Z,16Z)/15:1(9Z))_5.171",5.171,969319.1,1974165.6,1416375.4,1734271.2,1367942.2,2303771.8,1542652.2,1395216.1,2042216.2,1578593.4,1981103.8,1387753,1708242.2,2082469.6,2075306,570385.5,1636452.6,1800059.5,2317355,1935375.5,1886625,1467394.8,757947.6,1634502.1,562388.5,1974415.1,1606380.4,1385844.2,526867.9,19.886612,20.912811,20.433771,20.725897,20.383575,21.135565,20.556982,20.412056,20.961704,20.590208,20.917873,20.40432,20.70408,20.989862,20.984892,19.121578,20.642141,20.779612,21.144049,20.884182,20.847376,20.484825,19.531738,20.640419,19.101208,20.912994,20.615381,20.402334,19.007082,"PS(22:4(7Z,10Z,13Z,16Z)/15:1(9Z))_5.171",5.18885,398.7628,399.7655,,Target,,0
found  ,,397.7555,398.7585,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0)_4.714",4.714,201855.12,236265.23,219192.14,740465.06,177849.75,385021.78,332377.1,295680.62,347038.75,287043.22,307099.88,304045.47,230932.38,687405.6,238433.56,313654.16,319506.2,291420.28,881435.56,997485.06,912372.75,427445.22,416622.97,702951.3,262469.7,327215.1,212098.86,220244.55,299399.06,17.622961,17.850048,17.741837,19.498072,17.4403,18.55458,18.34246,18.173681,18.404737,18.130909,18.22835,18.213926,17.81711,19.390802,17.863228,18.258814,18.285484,18.15274,19.749496,19.927935,19.799263,18.70538,18.668383,19.423065,18.001791,18.31988,17.694378,17.748747,18.19171,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0)_4.714",4.7001834,397.7555,398.7585,,Target,,0
found  ,,411.7703,822.5425,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:0)_5.269",5.269,520728.75,577112.2,466501.4,475404.22,493695.72,496140.47,522004.12,551797.6,594215.25,617322.25,631673.9,1758528.6,588293.4,495829.97,654817.25,1648576.6,578253.7,498984.9,489346.97,519986.78,634774.3,2023962.4,1891173.2,482655.44,511052,506410.34,1970215.5,542961.44,1744278.9,18.990173,19.138493,18.831522,18.858795,18.913261,18.92039,18.993702,19.07378,19.180626,19.235664,19.26882,20.745937,19.166176,18.919485,19.320734,20.65279,19.141342,18.928637,18.9005,18.988115,19.275885,20.948751,20.850851,18.880634,18.963112,18.949947,20.909922,19.050491,20.7342,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:0)_5.269",5.33795,411.7703,822.5425,,Target,,0
found  ,,409.7553,410.7578,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:2(9Z,12Z))_4.3",4.3,336049.7,263302.34,265046.97,193989.64,258297,217168.83,319219.7,606307.9,707666.2,481160.5,611637.75,722412.8,254922.7,273895.28,243808.08,670549.56,517022.66,529648.4,162552.25,251157.97,167258.44,650518.94,754290.94,356278.1,620703.4,784494.06,287465.97,200045.1,604458.1,18.358316,18.006361,18.015888,17.56562,17.978672,17.728456,18.28419,19.209692,19.432709,18.876158,19.222319,19.462463,17.9597,18.063265,17.895386,19.354984,18.979868,19.014675,17.310543,17.938234,17.351719,19.311232,19.524761,18.442644,19.243546,19.581402,18.133032,17.609966,19.205284,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:2(9Z,12Z))_4.3",4.310917,409.7553,410.7578,,Target,,0
found  ,,850.556,852.5651,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:0)_5.671",5.671,74868.58,70841.734,175169.48,515075.66,46112.332,81005.4,81311.86,294293.6,107205.03,58454.547,63208.383,57846.832,265841.4,225479.62,71456.38,37912.734,69871.74,89969.68,152269.95,91480.35,76007.94,23262.559,209824.1,44102.055,27771.572,64568.51,58499.24,31285.832,31333.418,16.192074,16.112312,17.418392,18.974424,15.492865,16.30573,16.311178,18.166897,16.710012,15.835028,15.947828,15.819951,18.020206,17.782637,16.124775,15.210395,16.092422,16.457151,17.216272,16.481174,16.213863,14.505723,17.67882,15.428558,14.761322,15.978543,15.836131,14.933222,14.935415,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:0)_5.671",5.702367,850.556,852.5651,,Target,,0
found  ,,848.5396,850.5496,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:1(9Z))_5.169",5.169,378775.56,402552.78,175846.28,432857.22,242723.89,571492.3,200022.38,186700.9,441773.56,328467.6,257498.47,190594.17,289695.16,864849.75,326485.78,113395.48,290315.84,394281.06,881296.1,391192.16,23708.64,160523.75,129999.08,185882.53,37427.24,276934.44,77019.836,188924.42,107397.38,18.530983,18.618818,17.423956,18.723532,17.888956,19.124374,17.609802,17.51037,18.752947,18.325392,17.974203,17.540144,18.144176,19.72209,18.31666,16.791004,18.147264,18.588865,19.749268,18.577518,14.533126,17.292427,16.988142,17.504032,15.191801,18.079185,16.232943,17.527449,16.7126,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:1(9Z))_5.169",5.271683,848.5396,850.5496,,Target,,0
found  ,,848.5408,850.5514,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:1(9Z))_5.293",5.293,378775.56,372441.44,175846.28,468364.97,243494.08,571179.44,200022.38,171957.73,444498.3,337774.03,257498.47,190594.17,304401.88,868199.2,326485.78,94680.6,305566.38,124170.8,813986.9,391571.3,311374.47,157943.81,129789.02,166356.88,37427.24,308155.22,77019.836,200626.42,92584.75,18.530983,18.506655,17.423956,18.837273,17.893528,19.123585,17.609802,17.391695,18.761818,18.365698,17.974203,17.540144,18.215618,19.727667,18.31666,16.53078,18.221127,16.921967,19.634645,18.578917,18.248291,17.269053,16.98581,17.343922,15.191801,18.233297,16.232943,17.614153,16.498487,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:1(9Z))_5.293",5.271683,848.5408,850.5514,,Target,,0
found  ,,796.5487,797.5518,PS(P-20:0/16:1(9Z))_3.332,3.332,42943.94,22230.125,45694.297,9003.764,46094.45,20433.082,65793.61,76052.58,37869.766,48425.793,54025.406,107019.164,23524.531,39785.652,19542.352,118539.984,40048.51,31822.482,27983.96,21527.033,19950.746,61511.742,36404.1,43445.42,59312.047,14561.324,32516.635,39961.82,71441.5,15.390167,14.440228,15.479727,13.1363125,15.492306,14.318619,16.005661,16.21471,15.208758,15.563487,15.721351,16.70751,14.521878,15.279961,14.254317,16.855013,15.289461,14.957759,14.772312,14.393863,14.284155,15.908574,15.1518135,15.406918,15.856038,13.829854,14.988891,15.286335,16.124474,PS(P-20:0/16:1(9Z))_3.332,3.3170166,796.5487,797.5518,,Target,,0
found  - duplicate cmpd,,796.5473,797.5506,PS(P-20:0/16:1(9Z))_3.439,3.439,119530.12,22230.125,25226.512,71045.04,26538.738,40935.57,90420.58,149180.5,105771.37,51375.41,56561.984,279637.66,7728.838,37900.2,10415.124,56717.184,37182.344,117838.87,35715.9,19803.555,19988.027,115331.98,33234,85284.34,74426.31,35695.5,52952.293,38204.95,69817.57,16.867014,14.440228,14.622653,16.116446,14.695811,15.321068,16.464365,17.186699,16.69059,15.64879,15.787545,18.093199,12.916036,15.209917,13.346393,15.791498,15.18233,16.846457,15.124278,14.273472,14.286848,16.815434,15.020371,16.379993,16.183525,15.123454,15.692406,15.221472,16.091303,PS(P-20:0/16:1(9Z))_3.439,3.4578166,796.5473,797.5506,,Target,,0
found  ,,824.5775,802.5941,PS(P-20:0/18:1(9Z))_4.002,4.002,36752.668,40652.254,81200.89,22498.941,51646.125,20652.842,34156.184,49467.992,37310.59,40832.586,73923.54,41611.73,89392.08,23675.605,33394.47,90203.22,63166.387,42772.016,29958.295,53801.24,44385.48,80022.055,43902.17,28879.467,110146.75,63432.59,75695.766,48189.496,81915.67,15.165561,15.311048,16.309208,14.457569,15.656372,14.334052,15.059859,15.594208,15.187298,15.317434,16.173746,15.344702,16.447859,14.531114,15.027321,16.460892,15.94687,15.384379,14.870668,15.715352,15.437799,16.288109,15.422005,14.817757,16.749067,15.952936,16.207924,15.556431,16.321852,PS(P-20:0/18:1(9Z))_4.002,4.0044665,824.5775,802.5941,,Target,,0
found  ,,824.5766,825.5797,PS(P-20:0/18:1(9Z))_4.107,4.107,47457.832,91310.38,171915.9,79271.234,138475.42,57348.367,54166.645,267703.44,91774.04,76522.77,108771.97,185119.06,90282.125,23756.998,33394.47,103645.914,81599.7,104522.03,30979.01,118914.08,39396.094,134925.62,142123.6,169068.7,228039.58,71344.08,74292.98,210116.12,251556.94,15.534359,16.47849,17.391344,16.274511,17.079271,15.807465,15.725117,18.030275,16.485798,16.2236,16.730947,17.498095,16.462152,14.536064,15.027321,16.661304,16.316277,16.673447,14.9190035,16.85956,15.265765,17.041805,17.116787,17.36725,17.798925,16.122507,16.180939,17.680828,17.940525,PS(P-20:0/18:1(9Z))_4.107,4.0044665,824.5766,825.5797,,Target,,0
not found ,,796.5492,798.5556,"PS(P-20:0/18:4(6Z,9Z,12Z,15Z))_2.688",2.688,7295.719,4099.9546,4366.0454,6694.8066,14040.147,6959.6377,6678.3145,15542.814,106607.72,9409.29,6823.5713,94030.56,5713.1055,9899.88,7642.7607,111041.93,48893.38,9057.332,28804.527,38640.215,3835.9033,8204.386,5430.9136,5886.086,4768.1562,15381.907,3935.1965,7272.2773,11057.186,12.832835,12.001392,12.092112,12.708827,13.77727,12.764796,12.705268,13.923961,16.701952,13.199871,12.736311,16.520842,12.48006,13.273196,12.899878,16.760746,15.577352,13.144871,14.814008,15.237816,11.905351,13.00218,12.40698,12.523093,12.219216,13.908947,11.94222,12.828192,13.432696,"PS(P-20:0/18:4(6Z,9Z,12Z,15Z))_2.688",3.3170166,796.5492,798.5556,,Target,,0
found  ,,485.3613,486.3634,Regelin D_3.346,3.346,30441.88,32663.697,42073.39,93136.87,87174.68,18025.17,19022.47,25727.361,35174.477,22458.85,26079.902,40982.85,26181.926,38109.53,13290.132,20218.424,25535.426,39408.188,14411.066,29735.89,18711.783,22479.06,25753.307,51918.406,96680.78,19131.17,28849.824,107617.17,23943.66,14.89377,14.995399,15.3606205,16.507065,16.411621,14.137725,14.215417,14.651016,15.102241,14.454996,14.670651,15.322732,14.676284,15.217864,13.698068,14.303383,14.640213,15.266208,13.814889,14.859918,14.191659,14.456295,14.652471,15.663959,16.560942,14.223638,14.816275,16.715548,14.547356,Regelin D_3.346,3.3418667,485.3613,486.3634,121880-07-7,Target,,0
found  ,,485.3615,487.368,Regelin D_3.754,3.754,10830.736,9147.008,17331.555,13550.675,13479.449,17687.646,14365.681,7971.939,5908.4043,9340.406,7814.097,10643.289,20170.719,16370.007,14033.966,123064.266,18096.906,7690.693,94165.81,95780.86,93485.33,27474.576,7961.3687,17482.078,22026.754,12303.323,12949.537,23153.742,6455.437,13.402843,13.159084,14.081114,13.726077,13.718474,14.110455,13.810339,12.960714,12.528552,13.18927,12.931864,13.377657,14.299974,13.998767,13.776634,16.909052,14.1434555,12.908898,16.522915,16.54745,16.512451,14.745809,12.9588,14.093589,14.42697,13.5867605,13.660612,14.498958,12.6563,Regelin D_3.754,3.9216332,485.3615,487.368,121880-07-7,Target,,0
found  ,,485.3612,486.3653,Regelin D_3.926,3.926,99636.88,61772.465,130373.234,116632.086,200076.39,119403.07,95841.055,97754.68,58722.887,67145.39,140275.44,87226.39,111534,68775.87,108145.81,129775.516,125751.4,29556.014,117712.87,78196,94354.08,134468.3,91875.64,183947.94,216220.92,75732.88,134363.58,199060.16,118884.15,16.604393,15.914676,16.992287,16.831604,17.610191,16.86548,16.548357,16.576878,15.841636,16.035,17.097902,16.412477,16.767124,16.069614,16.722618,16.985659,16.940216,14.851164,16.844912,16.254807,16.525797,17.036907,16.487394,17.488937,17.722147,16.208633,17.035782,17.602846,16.859196,Regelin D_3.926,3.9216332,485.3612,486.3653,121880-07-7,Target,,0
not found ,,367.2111,368.2133,Rubescensin C_1.185,1.185,819273.56,53311.926,89683.67,297100.7,90981.1,47070.316,263255.7,250553.27,85646.38,72585.516,327470.25,407113.06,50116.824,150636.53,228887.92,136493.42,134856.27,34919.207,289355.03,29082.396,289079.53,81052.875,199345.2,136895.75,324847.78,141080.58,308864.25,621659.25,364157.3,19.643986,15.70217,16.452559,18.180593,16.47328,15.52253,18.006105,17.934757,16.386105,16.147394,18.321005,18.63507,15.613008,17.200712,17.804283,17.058472,17.041063,15.091734,18.14248,14.827858,18.141108,16.306576,17.60491,17.062717,18.309404,17.10616,18.236614,19.245764,18.474201,Rubescensin C_1.185,1.2298334,367.2111,368.2133,81661-34-9,Target,,0
found  ,,293.152,294.1554,Saloilenone_1.118,1.118,200123.45,21476.352,38202.098,14239.582,102775.7,15282.858,74897.266,54825.816,20976.184,39107.164,35006.438,16839.04,131725.1,55008.875,25014.191,36069.54,164878.7,49020.367,81632.06,106164.33,26853.76,15779.865,31051.92,21593.807,185213.92,200630.78,587384.44,16802.465,33546.27,17.61053,14.390461,15.221364,13.797619,16.64914,13.899627,16.192627,15.742568,14.356465,15.255146,15.095333,14.039521,17.00717,15.747376,14.610458,15.138494,17.331045,15.581095,16.316849,16.69594,14.712836,13.945797,14.922396,14.39833,17.498833,17.614183,19.163946,14.036385,15.033865,Saloilenone_1.118,1.0062,293.152,294.1554,,Target,,0
not found ,,467.3502,468.3538,Schleicherastatin 5_2.081,2.081,96404.93,89272.055,80108.77,88297.49,109606.914,76727.336,202247.03,134207.77,173052.33,118611.99,319430.75,100039.86,270266.38,231934.48,256327.22,167521.31,422777.9,116414.086,117825.07,254062.7,175194.47,240291.66,59555.98,87633.01,99737.086,65096.01,221218.06,84092.34,64743.82,16.55682,16.44592,16.289673,16.430084,16.741978,16.227453,17.62576,17.03411,17.400848,16.85589,18.285143,16.610214,18.044022,17.823357,17.967627,17.353985,18.68954,16.828905,16.846287,17.954824,17.418598,17.874426,15.8619585,16.419186,16.605843,15.990281,17.75511,16.359688,15.982455,Schleicherastatin 5_2.081,2.0580833,467.3502,468.3538,256445-58-6,Target,,0
inconclusive,,467.3509,468.3536,Schleicherastatin 5_2.177,2.177,133121.6,95848.66,134522.78,44264.41,116429.336,20427.559,103093.39,134207.77,173052.33,138675.77,74468.88,100039.86,269416.75,29069.412,256046.27,179135.94,66667.89,22264.521,53020.22,59745.13,28668.748,238971.98,59555.98,145501.81,99737.086,11209.365,85708.31,39241.363,64743.82,17.022385,16.548471,17.03749,15.433859,16.829096,14.31823,16.653591,17.03411,17.400848,17.081356,16.184351,16.610214,18.03948,14.827214,17.966045,17.450695,16.024706,14.442459,15.694255,15.866533,14.807192,17.866482,15.8619585,17.150679,16.605843,13.452416,16.387148,15.260088,15.982455,Schleicherastatin 5_2.177,2.0580833,467.3509,468.3536,256445-58-6,Target,,0
not found ,,445.3679,446.3713,Schleicherastatin 5_3.826,3.826,86564.96,88702.55,116992.88,107492.38,19410.016,130395.77,60517.176,93952.76,56007.43,56271.363,122405.29,91393.8,94104.11,70276.164,16356.145,18268.941,136881.6,35031.77,97304.54,61891.24,76829.36,22698.746,71557.42,29312.969,192100.12,73125.48,85750.81,18733.371,110554.26,16.401495,16.436687,16.836061,16.713875,14.2445135,16.992538,15.8850565,16.519648,15.773331,15.780112,16.901306,16.479809,16.52197,16.100748,13.997545,14.157105,17.062569,15.096375,16.570219,15.917447,16.22937,14.4703245,16.126814,14.8392515,17.5515,16.158087,16.387861,14.193322,16.754396,Schleicherastatin 5_3.826,3.8139668,445.3679,446.3713,256445-58-6,Target,,0
not found ,,445.368,446.3713,Schleicherastatin 5_3.923,3.923,113906.75,88226.54,116680.22,107492.38,125549.79,125223.3,60517.176,93952.76,57789.92,60125.934,122181.84,81793.07,95268.47,70514.13,107792.44,98589.11,135911.78,35031.77,101292.375,72415.91,75324.375,143031.4,101497.07,156556.19,238672.7,76793.8,84354.57,160184.23,114127.484,16.797493,16.428925,16.832201,16.713875,16.9379,16.934143,15.8850565,16.519648,15.818531,15.875699,16.89867,16.31969,16.539711,16.105625,16.717897,16.589142,17.05231,15.096375,16.628166,16.144018,16.200829,17.12597,16.631079,17.25632,17.864674,16.228703,16.364178,17.289373,16.800285,Schleicherastatin 5_3.923,3.91335,445.368,446.3713,256445-58-6,Target,,0
not found ,,445.368,446.3715,Schleicherastatin 5_4.354,4.354,294038.16,221796.36,271468.72,248714.1,383242.4,335563.06,208438.14,299595,273082.16,103922.375,344570.66,315731.72,306344.47,201035.38,317766.8,397526.34,394285.66,197372.31,269430.5,339432.44,231305.23,418623.94,292113.34,423879.84,363776.16,252653.8,263967,299490.75,324651.78,18.165644,17.758877,18.050426,17.924128,18.547897,18.356224,17.66926,18.192654,18.058975,16.665146,18.39444,18.26834,18.224794,17.61709,18.277609,18.60069,18.58888,17.59056,18.039553,18.372765,17.819439,18.675295,18.156168,18.693296,18.47269,17.946802,18.009998,18.192152,18.308535,Schleicherastatin 5_4.354,4.2860665,445.368,446.3715,256445-58-6,Target,,0
found  ,,513.3581,514.3609,Sendanone acetate_2.58,2.58,44312.76,588612.4,453661,66319.06,52696.973,530880.3,54972.445,68378.79,43255.805,1048649.5,437728.5,201504.33,486243.06,897338.9,42592.51,801359.5,640829.7,731203.25,611286.25,150720.47,337978.7,436733.12,30107.773,455973.84,582447.75,620577.7,68637.16,485431.97,467941.88,15.435434,19.166958,18.791256,16.017136,15.685432,19.018026,15.746421,16.061262,15.400606,20.000101,18.739677,17.620451,18.89132,19.775293,15.378311,19.61209,19.289581,19.479914,19.221489,17.201517,18.366571,18.736393,14.877849,18.798592,19.15177,19.243252,16.066702,18.88891,18.83597,Sendanone acetate_2.58,2.4225,513.3581,514.3609,,Target,,0
inconclusive,,877.6519,879.6551,SLBPA(42:0)_5.858,5.858,1036355.25,1228064.5,678401.75,1443984,845783.3,1666813.6,863142.3,729469.9,1388155.1,1318090.1,1025623.06,763519.44,487489.4,2003702.8,1131847.8,687829.94,1057381.8,1224703.2,1842655.9,1253344.6,1021936.1,697459.8,459001.97,812022.5,536445,1170060.9,878678.2,630110.6,464231.72,19.983086,20.227955,19.37178,20.461624,19.68993,20.668661,19.719238,19.476488,20.404737,20.330019,19.96807,19.542305,18.895012,20.934237,20.110249,19.391691,20.012064,20.224,20.813356,20.257353,19.962873,19.41175,18.808142,19.63116,19.033072,20.158152,19.744976,19.265245,18.824486,SLBPA(42:0)_5.858,5.9177165,877.6519,879.6551,,Target,,0
inconclusive,,877.654,879.6582,SLBPA(42:0)_5.928,5.928,1052749.2,1228313.1,675449.7,1264997.1,845783.3,1662701.9,863803.94,730204.56,1384509.8,1324142.4,1026032.6,763781.44,487489.4,2026774.5,1131847.8,687458.8,1056426.9,1226495.5,1053887,1264588,1022582.94,691048.8,459001.97,814465.1,536014.56,1171689,888830.4,589704.3,464175.38,20.00573,20.228247,19.365488,20.270702,19.68993,20.665098,19.720345,19.47794,20.400944,20.336626,19.968645,19.542799,18.895012,20.950754,20.110249,19.390913,20.010761,20.22611,20.00729,20.270235,19.963785,19.398428,18.808142,19.635492,19.031912,20.160158,19.761549,19.169632,18.82431,SLBPA(42:0)_5.928,5.9177165,877.654,879.6582,,Target,,0
not found ,,742.5836,744.5882,Sphingolipid Lipids01-521_5.108,5.108,30344.162,53330.656,52679.375,37715.605,58151.316,49791.598,38345.707,43535,45484.81,64819.77,48917.23,43510.426,31074.848,35184.785,51287.805,51589.15,64528.93,54540.203,38298.152,26714.102,54768.027,65610.98,57370.484,36659.426,68006.36,31100.062,55027.23,57052.137,59393.13,14.889131,15.702678,15.684951,15.202874,15.827525,15.603615,15.226777,15.409887,15.473098,15.984146,15.578055,15.409073,14.92346,15.102665,15.646328,15.65478,15.977659,15.735032,15.224987,14.705314,15.741046,16.00165,15.808021,15.161897,16.053383,14.924629,15.747858,15.7999935,15.858008,Sphingolipid Lipids01-521_5.108,5.1723,742.5836,744.5882,,Target,,0
not found ,,841.545,842.5481,Spiramycin_3.716,3.716,48427.92,9580.732,14758.129,9837.564,14099.263,5865.454,49004.59,10082.266,30067.03,18077.227,9297.954,153812.8,6944.231,9184.895,16093.98,116375.86,8021.687,40784.258,6898.26,14368.062,12348.121,7317.075,12440.504,50648.47,21985.941,19198.535,34812.652,20804.092,55298.86,15.563552,13.22592,13.849222,13.264085,13.783332,12.518027,15.580629,13.299533,14.8758955,14.141886,13.182697,17.230816,12.7616,13.165048,13.974233,16.828432,12.96969,15.315725,12.752017,13.810578,13.592004,12.837052,13.602757,15.628231,14.4242935,14.228708,15.087324,14.344581,15.754962,Spiramycin_3.716,3.5240834,841.545,842.5481,,Target,,0
found  ,,429.3737,430.3766,"Stigmasta-4,25-dien-3beta,6beta-diol_4.339",4.339,1459941.5,1247462,1619524.6,1929214.8,2141125.5,1705160.1,1334849.1,1534201.5,904474.9,1388501.2,1259991.5,1556512.6,1219144.1,1358314.4,1462307.5,1911145.5,1601551.2,976810.75,1318043.9,996081.8,1204575,1793511.6,995878.6,1927854,2340070.5,959506.5,1132233.4,2194488.8,1688004.2,20.477478,20.250565,20.62714,20.879583,21.029938,20.701475,20.348246,20.549057,19.78672,20.405098,20.264982,20.569885,20.217438,20.373384,20.479815,20.866005,20.611038,19.89772,20.329967,19.925905,20.200092,20.774355,19.92561,20.878565,21.158121,19.871933,20.11074,21.065453,20.686888,"Stigmasta-4,25-dien-3beta,6beta-diol_4.339",4.327483,429.3737,430.3766,,Target,,0
not found ,,425.3779,426.3811,Taraxerone_3.712,3.712,73064.34,36377.625,44704.03,35786.543,31226.82,34876.883,29862.803,36866.465,26177.42,36223.887,69940.55,29647.871,30520.79,35641.65,30569.93,33109.543,35988.81,20514.48,43004.42,19075.396,29797.564,43127.684,30590.97,31389.459,46953.207,62872.387,24384.955,25441.658,27331.488,16.15688,15.1507635,15.448117,15.127129,14.930498,15.089983,14.866062,15.170021,14.676035,15.144653,16.093842,14.855641,14.897505,15.121276,14.899826,15.014959,15.135261,14.324355,15.392197,14.219425,14.862907,15.396327,14.900818,14.937992,15.518935,15.940139,14.573704,14.634905,14.7382765,Taraxerone_3.712,3.7311332,425.3779,426.3811,,Target,,0
not found ,,537.2686,538.2716,Teixidol_1.049,1.049,126939.35,94139.586,28709.85,209823.69,30197.344,25246.477,26628.645,35633.324,58125.723,30057.309,78435.87,29913.135,111214.016,19663.875,11750.545,22953.56,65711.2,8036.576,10040.131,20756.79,21696.521,12810.021,30968.322,5741.091,47292.652,55546.41,66796.85,82812.42,71049.805,16.95378,16.522514,14.809258,17.678818,14.8821335,14.623795,14.700692,15.120939,15.826889,14.875429,16.259226,14.868492,16.76298,14.26326,13.520439,14.48643,16.00385,12.972365,13.293489,14.341296,14.405176,13.644985,14.918506,12.487108,15.529329,15.761406,16.027493,16.337559,16.116543,Teixidol_1.049,1.0227667,537.2686,538.2716,,Target,,0
not found ,,738.5108,760.491,Ternatin_4.443,4.443,21472.139,39509.22,46445.16,34711.58,24914.719,28276.95,16553.096,28875.691,20280.98,32738.701,37744.434,102710.82,47261.855,21203.312,66421.8,50266.965,25829.889,27418.02,20687.941,18972.664,29767.205,41693.52,55021.14,27333.031,22010.09,121894.766,28326.242,32347.97,65307.645,14.390178,15.269902,15.503242,15.083129,14.604711,14.787339,14.014813,14.817569,14.307839,14.998709,15.203977,16.64823,15.528389,14.372003,16.01937,15.617324,14.656754,14.742837,14.336503,14.211635,14.861436,15.347535,15.747699,14.738358,14.425878,16.895277,14.789851,14.981388,15.994965,Ternatin_4.443,4.4434333,738.5108,760.491,148619-41-4,Target,,0
found  ,,271.1687,272.1713,Tetrahydromagnolol_1.107,1.107,169589.38,137161.2,149267.39,170559.2,155860.05,50098.824,65519.785,71955.8,54491.543,150968.66,85558.72,189063.73,59533.16,243185.05,80974.45,101777.53,97776.734,101845.69,39554.414,58041.625,70400.37,99758.15,157274.75,180246.02,191857.2,123538.89,145577.56,161720.2,175425.47,17.371687,17.065512,17.187538,17.379913,17.249891,15.612489,15.999642,16.134823,15.733745,17.20389,16.384628,17.528513,15.861405,17.891695,16.30518,16.63506,16.577204,16.636024,15.271552,15.8248005,16.103296,16.606146,17.262928,17.459606,17.549673,16.914604,17.151428,17.30314,17.420498,Tetrahydromagnolol_1.107,1.1387167,271.1687,272.1713,,Target,,0
