# Notes : 
#Entity List : 3 of 29 Filtered on Flags [Present] 
#Interpretation : Sample  (Non-averaged)
#Experiment : Quant - Green Tea All Compounds_SBAQ_Area
#Data to filter on : Raw Data
#Lower cut-off: 20000.0
#Upper cut-off: 63766108.0
#Entities where at least 3 out of 29 samples have values within cut-off
# Technology : MassHunterQuant.LCMS_IDENTIFIED_COMPOUNDS.Quant All Tea Compounds_2022_Feb_06_15_19_59
# Owner : gxuser
# Created On : Mon Feb 07 10:43:18 MST 2022
Compound	report.results_GT_001_SBAQ_1(raw)	report.results_GT_001_SBAQ_10(raw)	report.results_GT_001_SBAQ_11(raw)	report.results_GT_001_SBAQ_12(raw)	report.results_GT_001_SBAQ_13(raw)	report.results_GT_001_SBAQ_14(raw)	report.results_GT_001_SBAQ_15(raw)	report.results_GT_001_SBAQ_16(raw)	report.results_GT_001_SBAQ_17(raw)	report.results_GT_001_SBAQ_18(raw)	report.results_GT_001_SBAQ_19(raw)	report.results_GT_001_SBAQ_2(raw)	report.results_GT_001_SBAQ_20(raw)	report.results_GT_001_SBAQ_21(raw)	report.results_GT_001_SBAQ_22(raw)	report.results_GT_001_SBAQ_23(raw)	report.results_GT_001_SBAQ_24(raw)	report.results_GT_001_SBAQ_25(raw)	report.results_GT_001_SBAQ_26(raw)	report.results_GT_001_SBAQ_27(raw)	report.results_GT_001_SBAQ_28(raw)	report.results_GT_001_SBAQ_29(raw)	report.results_GT_001_SBAQ_3(raw)	report.results_GT_001_SBAQ_4(raw)	report.results_GT_001_SBAQ_5(raw)	report.results_GT_001_SBAQ_6(raw)	report.results_GT_001_SBAQ_7(raw)	report.results_GT_001_SBAQ_8(raw)	report.results_GT_001_SBAQ_9(raw)	report.results_GT_001_SBAQ_1: Log2(normalized)	report.results_GT_001_SBAQ_10: Log2(normalized)	report.results_GT_001_SBAQ_11: Log2(normalized)	report.results_GT_001_SBAQ_12: Log2(normalized)	report.results_GT_001_SBAQ_13: Log2(normalized)	report.results_GT_001_SBAQ_14: Log2(normalized)	report.results_GT_001_SBAQ_15: Log2(normalized)	report.results_GT_001_SBAQ_16: Log2(normalized)	report.results_GT_001_SBAQ_17: Log2(normalized)	report.results_GT_001_SBAQ_18: Log2(normalized)	report.results_GT_001_SBAQ_19: Log2(normalized)	report.results_GT_001_SBAQ_2: Log2(normalized)	report.results_GT_001_SBAQ_20: Log2(normalized)	report.results_GT_001_SBAQ_21: Log2(normalized)	report.results_GT_001_SBAQ_22: Log2(normalized)	report.results_GT_001_SBAQ_23: Log2(normalized)	report.results_GT_001_SBAQ_24: Log2(normalized)	report.results_GT_001_SBAQ_25: Log2(normalized)	report.results_GT_001_SBAQ_26: Log2(normalized)	report.results_GT_001_SBAQ_27: Log2(normalized)	report.results_GT_001_SBAQ_28: Log2(normalized)	report.results_GT_001_SBAQ_29: Log2(normalized)	report.results_GT_001_SBAQ_3: Log2(normalized)	report.results_GT_001_SBAQ_4: Log2(normalized)	report.results_GT_001_SBAQ_5: Log2(normalized)	report.results_GT_001_SBAQ_6: Log2(normalized)	report.results_GT_001_SBAQ_7: Log2(normalized)	report.results_GT_001_SBAQ_8: Log2(normalized)	report.results_GT_001_SBAQ_9: Log2(normalized)	Compound Name	Retention Time	Measured Retention Time	Product Mass	QualifierMass	CASNumber	CompoundType	ISTDCompoundName	Mass Column
C563 - 0.825	546110.4	582147.3	634639.6	533039.9	637613.2	654987.94	556945.9	568722.8	494782.66	609722.06	533171.5	571992.94	603785.75	559678.2	610782.25	570818.25	549196.6	497780.16	586968.06	548116.4	680812.9	607373.9	591511.25	653083.56	632444.4	544311.9	569664.94	648043.94	554748.7	19.058832	19.151026	19.275578	19.023884	19.282322	19.321108	19.087177	19.117365	18.916435	19.217793	19.02424	19.125637	19.203678	19.094238	19.220299	19.122673	19.066963	18.92515	19.162922	19.064123	19.376898	19.212225	19.174046	19.316908	19.270578	19.054073	19.119755	19.305733	19.081474	C563 - 0.825	0.825	0.8319	82.5374	83.0379		Target		0.0
Vernoflexuoside_7.4	132907.23	8669.049	4555.971	15118.982	154057.14	9997.696	26146.559	105316.9	41110.805	136030.58	166145.19	198357.14	11769.769	103439.484	7165.3896	125867.74	27121.855	146487.61	41343.312	5284.0264	10554.999	213525.95	6720.0386	2036.3708	186497.47	16243.064	9299.776	79085.41	176390.3	17.020061	13.081658	12.153543	13.884074	17.233107	13.287379	14.674333	16.684378	15.32723	17.053572	17.342085	17.59774	13.522798	16.658428	12.806829	16.94155	14.727169	17.16042	15.335367	12.367422	13.365639	17.704052	12.714253	10.991785	17.508797	13.987536	13.182981	16.271124	17.428411	Vernoflexuoside_7.4	7.4	7.446417	409.1832	410.1864	57576-33-7	Target		0.0
HC Blue No.1_1.531	28935.328	1.0E-5	1.0E-5	1.0E-5	41819.684	1.0E-5	7770.192	12881.24	1.0E-5	39512.95	1.0E-5	66200.266	52927.164	1.0E-5	1.0E-5	29635.322	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	44237.246	1.0E-5	1.0E-5	33134.227	1.0E-5	1.0E-5	37108.703	14.820544	-16.60964	-16.60964	-16.60964	15.351895	-16.60964	12.923734	13.652985	-16.60964	15.270039	-16.60964	16.01455	15.69172	-16.60964	-16.60964	14.85503	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	15.432975	-16.60964	-16.60964	15.016035	-16.60964	-16.60964	15.179469	HC Blue No.1_1.531	1.531		256.1295	257.133	2784-94-3	Target		0.0
Aspartic Acid**_1.029	14552.871	19472.3	16402.508	22793.664	9803.216	19978.35	14480.648	10706.831	21100.396	12703.62	11918.072	12158.311	8231.721	35299.668	17826.486	18640.781	15329.169	23837.82	26378.914	13171.363	7347.224	12727.245	20307.709	14109.373	11397.066	17113.412	5582.3804	7592.8286	14156.963	13.829017	14.249135	14.001629	14.476345	13.25904	14.28615	13.821838	13.386244	14.364983	13.632952	13.540863	13.569655	13.006978	15.1073675	14.121735	14.186174	13.903993	14.540965	14.687097	13.685118	12.842983	13.6356325	14.309739	13.784367	13.476375	14.0628395	12.446665	12.890422	13.789224	Aspartic Acid**_1.029	1.029		134.0446		25608-40-6	Target		0.0
Allyl disulfide_1.474	155538.53	188845.03	279037.7	200150.05	1.0E-5	1.0E-5	212009.48	1.0E-5	276369.3	1.0E-5	1.0E-5	1.0E-5	1.0E-5	175716.27	1.0E-5	166804.06	102631.4	224302.69	137438.66	119417.48	811.3377	1.0E-5	207684.89	1.0E-5	1.0E-5	110677.875	1.0E-5	1.0E-5	224517.2	17.246912	17.526842	18.090101	17.610722	-16.60964	-16.60964	17.69377	-16.60964	18.076239	-16.60964	-16.60964	-16.60964	-16.60964	17.422888	-16.60964	17.347795	16.647114	17.775087	17.068428	16.865654	9.664159	-16.60964	17.664036	-16.60964	-16.60964	16.756006	-16.60964	-16.60964	17.776466	Allyl disulfide_1.474	1.474	1.5521333	147.0289		2179-57-9	Target		0.0
C605 - 3.341	34536.3	62519.293	24010.928	114304.43	14044.908	31020.703	96221.195	1.0E-5	92695.47	1.0E-5	72856.42	19981.61	52293.67	106622.21	44291.414	1.0E-5	94716.695	112584.81	133887.23	34378.125	1.0E-5	44226.746	57208.67	11554.404	37139.203	92104.305	1.0E-5	1.0E-5	16555.834	15.075826	15.9320135	14.551404	16.802523	13.77776	14.920943	16.554068	-16.60964	16.500212	-16.60964	16.15277	14.286386	15.674349	16.702148	15.43474	-16.60964	16.531332	16.780653	17.030659	15.069203	-16.60964	15.432632	15.8039465	13.496156	15.1806555	16.490982	-16.60964	-16.60964	14.015052	C605 - 3.341	3.341	3.3320167	183.0629			Target		0.0
Glucosamine_6.33	40125.08	114540.71	1.0E-5	143557.78	35082.457	93063.35	143157.66	116088.82	128859.38	1.0E-5	163803.03	140337.67	1.0E-5	1.0E-5	59075.902	65237.992	113322.43	131819.62	164227.2	193501.38	32937.383	156602.11	258876.66	50750.027	35942.656	173424.7	49629.906	82213.36	31220.785	15.292217	16.8055	-16.60964	17.131271	15.098461	16.505924	17.127245	16.82487	16.975437	-16.60964	17.321602	17.098543	-16.60964	-16.60964	15.850282	15.993424	16.790075	17.008205	17.325335	17.561983	15.007439	17.256744	17.981905	15.631121	15.1334095	17.40395	15.598923	16.327085	14.93022	Glucosamine_6.33	6.33	6.328833	180.0873		3416-24-8	Target		0.0
Ribalinium_9.13	1.0E-5	13028.853	21871.855	13503.208	1.0E-5	20385.955	17569.139	9946.514	10800.663	30598.41	17902.992	1.0E-5	17456.559	31924.752	11906.499	18035.492	14469.155	22749.523	17031.102	1.0E-5	6748.3613	1.0E-5	48252.836	47833.117	14492.963	1.0E-5	16441.951	18624.354	1.0E-5	-16.60964	13.669422	14.416788	13.721014	-16.60964	14.315289	14.100756	13.279975	13.398832	14.901169	14.1279125	-16.60964	14.091481	14.962387	13.539462	14.138551	13.820694	14.473548	14.055884	-16.60964	12.720321	-16.60964	15.558327	15.545722	13.823064	-16.60964	14.005094	14.184903	-16.60964	Ribalinium_9.13	9.13	9.118683	313.1261	314.1291		Target		0.0
Taraxacolide 1-O-b-D-glucopyranoside_7.616	240101.84	27021.969	28784.875	29429.361	263901.47	30330.564	30791.9	126566.766	56809.203	191553.64	246050.42	382598.6	19755.477	84301.25	14500.063	247010.12	42357.754	154519.22	50790.367	16352.256	22168.988	266666.12	30579.787	42185.906	250193.77	47089.72	29485.445	107910.7	200748.14	17.873287	14.721846	14.813024	14.844969	18.00964	14.888484	14.910263	16.94954	15.793837	17.547388	17.908594	18.545473	14.269964	16.363266	13.823771	17.914211	15.370338	17.237427	15.632267	13.997202	14.436255	18.024675	14.9002905	15.364473	17.932686	15.523124	14.847714	16.719479	17.615026	Taraxacolide 1-O-b-D-glucopyranoside_7.616	7.616	7.612	429.2096	430.2127	75911-12-5	Target		0.0
C658 - 2.33	19839.953	114637.08	60289.63	51311.324	48361.316	40106.805	48756.94	57994.645	27653.477	49280.605	44416.973	35701.555	55381.52	40271.15	40574.766	42378.81	39287.406	37380.965	45651.414	39197.3	74608.38	44359.363	1.0E-5	56684.992	37995.73	22064.12	100191.28	95393.6	38704.938	14.276121	16.806715	15.8796215	15.64699	15.561565	15.291559	15.573319	15.823632	14.755173	15.588732	15.438824	15.123699	15.757116	15.29746	15.308295	15.371056	15.261779	15.190017	15.478373	15.258468	16.18705	15.436951	-16.60964	15.790679	15.21355	14.429415	16.612398	16.541605	15.240231	C658 - 2.33	2.33	2.2972	86.0598	108.0413		Target		0.0
C674 - 0.846	77220.04	77971.74	109856.73	72049.85	86553.64	110005.19	79499.43	66401.734	75062.336	78021.24	66266.79	84824.836	77458.875	78036.664	109029.5	84924.586	91268.53	70607.6	77544.09	72020.57	93296.22	91155.2	94903.52	70984.24	93518.65	81385.51	63461.176	103991.58	83895.125	16.236689	16.250664	16.745264	16.13671	16.401306	16.747211	16.278658	16.018932	16.1958	16.25158	16.015999	16.3722	16.241142	16.251863	16.73436	16.373894	16.477829	16.107536	16.24273	16.136122	16.509531	16.476036	16.534174	16.11521	16.512966	16.312485	15.953587	16.666107	16.3563	C674 - 0.846	0.846	0.8401833	184.961	185.964		Target		0.0
C683 - 1.034	2.0709034E7	1.5807049E7	2.2388194E7	2.7823948E7	9337786.0	9699466.0	2.4226762E7	1.2537262E7	3.131429E7	1.1001179E7	1.6140231E7	1.6728922E7	1.2906385E7	1.9460158E7	1.691699E7	1.8211316E7	2.5810564E7	2.3917406E7	2.105243E7	2.286867E7	5472654.5	1.8644586E7	2.220564E7	8938158.0	1.0086728E7	1.5117078E7	1.031686E7	9160244.0	2.1761998E7	24.303757	23.914064	24.416233	24.729822	23.15465	23.209475	24.530098	23.579718	24.900316	23.391153	23.944157	23.995842	23.62158	24.21402	24.01197	24.118332	24.621458	24.511557	24.327482	24.446869	22.383808	24.152252	24.404423	23.091547	23.265957	23.849676	23.2985	23.126955	24.375307	C683 - 1.034	1.034	1.0140333	203.0525			Target		0.0
Bruceine H_7.226	40317.867	64311.97	72229.94	60923.17	51483.484	52718.09	64968.28	41724.56	65348.047	43762.996	38540.496	29657.07	49328.8	53913.594	88928.445	52799.37	62676.367	52518.723	70327.43	96087.14	77174.7	44957.54	73761.836	79540.03	33421.863	53774.25	58291.438	59216.195	32124.51	15.299132	15.972799	16.140308	15.894704	15.651822	15.68601	15.987448	15.34861	15.995856	15.417423	15.234087	14.856089	15.590142	15.718361	16.440357	15.688232	15.935635	15.680544	16.1018	16.552055	16.23584	15.456275	16.170588	16.279394	15.028504	15.714628	15.8309965	15.853704	14.971387	Bruceine H_7.226	7.226	7.2311835	427.158	428.1605	105532-18-1	Target		0.0
Butyryl-L-carnitine**_3.877	4729287.5	1.8053076E7	1.2504049E7	1.2532736E7	9945909.0	2.6460418E7	1.7654094E7	1.8735772E7	8601106.0	1.0583891E7	8412123.0	1.1894926E7	1.3365206E7	6758447.5	1.1491349E7	1.1575856E7	1.1104757E7	1.0027759E7	1.2358152E7	7462274.5	1.3162537E7	2.193772E7	1.2202036E7	1.0146086E7	1.2531009E7	1.5407987E7	7294706.0	1.4427503E7	2.191646E7	22.173193	24.10574	23.575891	23.579199	23.245672	24.657331	24.073498	24.159292	23.03609	23.335365	23.00404	23.503843	23.671978	22.688261	23.454044	23.464617	23.404673	23.257494	23.55896	22.831184	23.649935	24.386911	23.540619	23.27442	23.579	23.877174	22.798418	23.78232	24.385511	Butyryl-L-carnitine**_3.877	3.877	3.837	232.1547	233.1579	1492-26-8	Target		0.0
Enanderinanin G_9.541	1.0E-5	56886.664	52560.34	30647.445	26452.465	1.0E-5	37140.605	22475.959	80318.93	25067.707	17242.576	1.0E-5	69859.28	1443.2587	98128.99	52279.11	72119.76	23156.848	40207.027	42087.26	64088.055	1.0E-5	99725.95	5821.0073	2754.7363	37689.95	80038.26	77755.43	15512.397	-16.60964	15.795803	15.681686	14.903479	14.691114	-16.60964	15.180709	14.456096	16.293451	14.613542	14.073687	-16.60964	16.092165	10.495114	16.582392	15.673947	16.138107	14.499151	15.29516	15.361095	15.967768	-16.60964	16.605682	12.507053	11.427698	15.201892	16.288403	16.246656	13.921134	Enanderinanin G_9.541	9.541	9.557433	439.2312	440.2345		Target		0.0
C730 - 1.933	142015.0	495946.28	119246.984	65842.31	94746.12	552569.0	250547.86	1.0E-5	322249.72	171143.16	71790.73	80188.93	46774.113	91908.08	795915.3	252696.34	643036.7	632509.44	638590.2	291319.6	117579.12	134299.52	518743.9	134449.28	67031.305	353491.06	310153.9	64357.598	155722.9	17.115683	18.919825	16.863594	16.006727	16.531778	19.075796	17.934727	-16.60964	18.29782	17.384844	16.13151	16.291115	15.513423	16.487904	19.602255	17.947046	19.29454	19.270727	19.28453	18.152243	16.843273	17.035095	18.984663	17.036701	16.032547	18.431314	18.242624	15.973823	17.248621	C730 - 1.933	1.933	1.93295	154.0469	132.0649		Target		0.0
Adenine_6.72	15482.4375	28161.355	31692.848	16606.242	8573.149	11654.197	1.0E-5	13656.082	11927.336	11946.018	10217.405	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	21098.629	1.0E-5	1.0E-5	12985.442	1.0E-5	1.0E-5	1.0E-5	56617.652	1.0E-5	10112.519	6939.0557	16622.451	7728.662	13.918345	14.781428	14.95187	14.019438	13.06561	13.508562	-16.60964	13.737256	13.541984	13.544242	13.318741	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	14.3648615	-16.60964	-16.60964	13.664608	-16.60964	-16.60964	-16.60964	15.788965	-16.60964	13.303854	12.760524	14.020845	12.916003	Adenine_6.72	6.72	6.7096334	136.0614		73-24-5	Target		0.0
Petasitenine_8.262	1.0E-5	3663.7183	1670.8884	2157.8594	21011.324	962.9969	2393.3298	1.0E-5	1984.197	4564.986	15696.441	21644.29	3802.826	5866.891	761.5831	9853.678	1.0E-5	10148.223	1395.9497	2719.8347	1659.1847	3759.8552	1539.4745	1023.64526	30834.38	1.0E-5	1362.5752	1.0E-5	20540.234	-16.60964	11.839093	10.7064	11.075385	14.35888	9.911387	11.224803	-16.60964	10.954339	12.156394	13.938149	14.401699	11.892857	12.51838	9.572858	13.266447	-16.60964	13.308939	10.447031	11.409304	10.696259	11.876461	10.588222	9.9995	14.912252	-16.60964	10.41212	-16.60964	14.326164	Petasitenine_8.262	8.262		382.1865	383.1888	60102-37-6	Target		0.0
C783 - 0.844	14465.96	43641.742	67049.6	5824.793	52684.668	57870.23	38950.906	48794.406	27742.88	41338.008	26722.928	43248.277	36661.25	27073.012	63974.684	56640.145	18665.219	7174.3936	18778.041	9392.537	59341.957	46008.746	49798.0	55811.47	51572.855	32417.613	29143.14	64486.418	36702.1	13.8203745	15.413421	16.032942	12.507992	15.685096	15.820534	15.249369	15.574429	14.75983	15.335181	14.7057905	15.400355	15.161968	14.724568	15.965214	15.789537	14.188066	12.808641	14.196759	13.197299	15.856765	15.48962	15.6038	15.768273	15.654325	14.98449	14.830869	15.976708	15.163575	C783 - 0.844	0.844		241.9997	243.001		Target		0.0
C792 - 0.824	332652.7	368048.25	386971.1	310537.3	394037.22	414019.78	350608.66	354168.1	302960.34	381380.34	324578.94	368995.0	372283.75	333750.53	398008.16	355316.66	326493.22	312368.06	345567.16	345493.25	422763.56	375924.62	371900.16	403787.6	407475.38	340903.8	360983.62	419910.44	338940.78	18.343657	18.489536	18.561867	18.244406	18.587973	18.65934	18.419502	18.434074	18.208769	18.54087	18.30821	18.493242	18.506042	18.348412	18.602438	18.438745	18.316692	18.252888	18.398605	18.398298	18.689491	18.520084	18.504557	18.623238	18.636354	18.379005	18.461575	18.679722	18.370674	C792 - 0.824	0.824	0.8401833	94.0454	94.5461		Target		0.0
Ketotifen_2.438	264671.16	269357.62	222757.72	324679.88	99087.59	118254.664	226530.6	143690.25	626765.6	110053.58	201188.78	254022.28	106010.086	257231.27	232964.34	148573.19	216648.53	137490.84	238093.03	528911.9	82624.07	182773.95	190895.53	149095.45	135149.9	317268.97	112061.39	95803.734	183907.38	18.013842	18.039164	17.765116	18.308659	16.596416	16.851538	17.789347	17.132603	19.257566	16.747847	17.61819	17.954596	16.693842	17.972708	17.82975	17.180813	17.724997	17.068975	17.861166	19.012669	16.334274	17.479702	17.542425	17.185877	17.0442	18.275347	16.77393	16.547794	17.48862	Ketotifen_2.438	2.438	2.39655	310.1283	311.1304	34580-14-8	Target		0.0
C798 - 2.28	1370858.6	1294043.9	1031767.06	1263923.5	1015048.06	1433986.9	1279530.6	1116525.2	1059884.1	955690.9	1128409.6	1284462.1	1022170.8	1149745.6	1216089.1	1199803.5	1191791.6	1060817.6	1317055.6	1370031.2	1129823.1	1484466.5	1096000.5	1308422.9	1092181.1	1460254.5	1122276.8	1087898.4	1090045.4	20.386648	20.303455	19.976686	20.269478	19.953115	20.451601	20.287184	20.090584	20.015476	19.866184	20.105858	20.292732	19.963205	20.132883	20.213818	20.194366	20.184702	20.016747	20.328884	20.385778	20.107666	20.501513	20.063816	20.319397	20.05878	20.477789	20.097998	20.053112	20.055956	C798 - 2.28	2.28	2.2723668	342.0508	343.055		Target		0.0
Tetracenomycin D3_4.668	880927.0	538194.56	494145.28	542557.56	474612.53	737812.4	500579.0	478051.28	625954.25	592384.3	681963.0	681714.06	492472.88	743945.8	782446.94	789911.0	842673.9	416208.75	1020751.3	508478.8	619592.94	880331.56	510003.03	529487.1	693918.0	895413.1	809325.9	713350.94	599926.25	19.748663	19.037767	18.914576	19.049416	18.856392	19.492895	18.933239	18.866806	19.255697	19.176174	19.379333	19.378807	18.909685	19.504839	19.577635	19.591331	19.684616	18.666946	19.961199	18.955828	19.240961	19.747688	18.960146	19.014235	19.404406	19.772194	19.626362	19.444252	19.194426	Tetracenomycin D3_4.668	4.668	4.66485	381.0613	382.0644		Target		0.0
N-Acetyl-8-O-methyl-Neuraminic acid_1.463	590111.75	565306.3	608448.56	771394.06	155913.44	249699.39	696830.3	174330.03	830458.25	173843.77	401961.22	432456.5	212494.0	537794.1	453592.44	535591.75	345472.97	581089.0	472542.06	666399.8	1.0E-5	556565.0	429435.8	1.0E-5	877.5003	550225.8	1.0E-5	1.0E-5	436156.47	19.170628	19.108673	19.214775	19.55711	17.250385	17.929832	19.410448	17.41146	19.663548	17.407433	18.616697	18.722195	17.697063	19.036695	18.791039	19.030775	18.398212	19.1484	18.850082	19.34603	-16.60964	19.08619	18.712082	-16.60964	9.777256	19.069664	-16.60964	-16.60964	18.734486	N-Acetyl-8-O-methyl-Neuraminic acid_1.463	1.463	1.5024667	324.1295	325.1324		Target		0.0
Clitidine_5.347	311688.2	1136272.9	996692.56	582183.6	545724.6	506147.84	764288.9	637814.0	749200.4	761928.2	895904.8	670732.1	751578.1	529618.75	758439.4	474121.12	811561.5	569089.4	565666.2	588846.6	824438.6	915674.56	903494.1	449440.9	640768.25	485327.94	902895.9	705895.3	500223.4	18.249744	20.115877	19.926788	19.151114	19.057814	18.9492	19.543758	19.282776	19.514992	19.539295	19.772985	19.355377	19.519564	19.014595	19.532673	18.854895	19.63034	19.118296	19.10959	19.167532	19.653051	19.804476	19.785154	18.777771	19.289444	18.8886	19.7842	19.429094	18.932213	Clitidine_5.347	5.347	5.351967	271.093	272.0957	63592-84-7	Target		0.0
Mandelonitrile_6.399	439.5381	38435.86	35297.637	471.17987	883.061	1177.9097	42705.8	6915.7285	51890.734	1.0E-5	2630.9531	888.8239	47480.13	1939.8003	48320.664	1.0E-5	27389.264	850.5348	2358.4	28238.049	43691.6	11894.311	24970.777	928.45306	2005.2062	23749.959	35980.31	14712.421	704.4628	8.779844	15.2301655	15.107284	8.880135	9.786369	10.202013	15.382145	12.755666	15.663189	-16.60964	11.36137	9.795754	15.535036	10.921692	15.560353	-16.60964	14.7413225	9.732226	11.203592	14.785353	15.415068	13.537985	14.607953	9.8586855	10.969535	14.535638	15.13492	13.844747	9.46038	Mandelonitrile_6.399	6.399		134.0601			Target		0.0
Neosaxitoxin_1.59	1.0E-5	1.0E-5	1.0E-5	67454.51	1.0E-5	1.0E-5	1.0E-5	1.0E-5	44881.637	1.0E-5	1.0E-5	23798.34	1.0E-5	1.0E-5	1.0E-5	1.0E-5	21864.87	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	40417.688	1.0E-5	1.0E-5	1.0E-5	-16.60964	-16.60964	-16.60964	16.041626	-16.60964	-16.60964	-16.60964	-16.60964	15.453838	-16.60964	-16.60964	14.538572	-16.60964	-16.60964	-16.60964	-16.60964	14.416327	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	15.3027	-16.60964	-16.60964	-16.60964	Neosaxitoxin_1.59	1.59	1.5769666	316.1395	317.1419	64296-20-4	Target		0.0
C860 - 1.187	13288.722	18200.748	22042.941	20931.074	8172.8315	15433.132	22094.219	13637.798	1.0E-5	6652.2686	11257.616	10286.544	2406.7297	17268.113	1.0E-5	1327.8417	5854.703	1.0E-5	3610.3838	20382.71	14012.193	18164.63	16954.188	11773.856	9564.173	961.10876	1633.3386	16249.077	15320.95	13.697914	14.1517105	14.428029	14.353358	12.99662	13.913743	14.43138	13.735323	-16.60964	12.699631	13.458613	13.328471	11.232859	14.075822	-16.60964	10.374867	12.51538	-16.60964	11.817936	14.315059	13.774395	14.148845	14.049354	13.5233	13.223424	9.908556	10.673608	13.98807	13.903218	C860 - 1.187	1.187		230.9905			Target		0.0
Dibenzothiophene_2.207	27634.703	34221.82	9693.881	25997.084	1.0E-5	26949.717	29103.863	6683.247	20404.986	10801.237	1.0E-5	10751.31	14098.147	15766.168	13523.331	11466.787	18718.56	1.0E-5	19364.818	11922.712	8195.34	7334.2827	8557.816	20204.195	1.0E-5	18824.828	1.0E-5	7131.3677	1.0E-5	14.754193	15.062629	13.242858	14.666062	-16.60964	14.717982	14.828923	12.706334	14.316634	13.398909	-16.60964	13.392224	13.783218	13.944545	13.723163	13.485173	14.192182	-16.60964	14.24115	13.541424	13.000588	12.840441	13.063027	14.302367	-16.60964	14.200349	-16.60964	12.799963	-16.60964	Dibenzothiophene_2.207	2.207		185.042		132-65-0	Target		0.0
Threonine_1.025	155209.78	174718.86	124468.445	301709.72	85089.055	164776.5	206114.4	95179.65	260437.6	70963.15	62481.516	83268.85	127400.56	189909.75	118291.4	125606.89	195732.67	232226.8	208207.78	170492.23	34407.33	153743.2	166424.31	77623.914	54840.86	212857.64	65942.15	76588.734	165707.64	17.24386	17.414675	16.92542	18.202803	16.376686	17.33015	17.653086	16.538364	17.990578	16.114782	15.931142	16.34549	16.959013	17.534954	16.851986	16.938557	17.578526	17.825174	17.667665	17.379347	15.070428	17.230164	17.344507	16.244213	15.742963	17.69953	16.008913	16.224844	17.338282	Threonine_1.025	1.025	1.0140333	120.0655		80-68-2	Target		0.0
C886 - 6.039	45566.695	876.1911	1354.5321	1.0E-5	3512.668	1027.3695	1475.4017	4813.776	1.0E-5	3531.3896	13621.315	33269.324	1090.2651	2308.485	669.17126	5626.269	1.0E-5	3774.2375	2244.8262	1224.5568	1.0E-5	49602.5	1043.2256	780.18994	5199.7197	6427.922	883.44763	6723.896	16315.896	15.475693	9.775102	10.403579	-16.60964	11.778352	10.004739	10.526893	12.232952	-16.60964	11.78602	13.733579	15.021904	10.090464	11.17273	9.386231	12.457962	-16.60964	11.881969	11.132388	10.258044	-16.60964	15.5981245	10.026835	9.607681	12.344218	12.650137	9.787001	12.715082	13.99399	C886 - 6.039	6.039	6.0804667	310.1376	288.1555		Target		0.0
C913 - 1.795	10846.135	19769.771	12017.159	19106.89	28659.316	10912.201	11446.815	5763.209	18171.94	5615.5596	27240.195	13196.866	7419.989	8207.882	21767.945	10732.565	29177.049	12879.66	13819.133	5176.635	18147.922	12609.374	2075.313	20517.822	13315.791	4094.9673	4237.604	6056.046	5323.61	13.404893	14.2710085	13.552808	14.221806	14.806717	13.413654	13.482658	12.492656	14.1494255	12.4552145	14.73345	13.687908	12.857202	13.002793	14.409917	13.389708	14.832546	13.652807	13.75438	12.337799	14.147517	13.62221	11.019114	14.324591	13.7008505	11.999637	12.049033	12.564161	12.378188	C913 - 1.795	1.795	1.7922167	141.0155	119.0332		Target		0.0
L-aminoadipic acid**_1.48	1.0E-5	1.0E-5	1.0E-5	1.0E-5	54046.37	1.0E-5	57021.42	66350.28	1.0E-5	53109.05	1.0E-5	47067.45	56337.3	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	1.0E-5	69190.96	60864.31	1.0E-5	91892.46	58593.1	1.0E-5	65343.7	75565.74	45678.523	-16.60964	-16.60964	-16.60964	-16.60964	15.7219095	-16.60964	15.799216	16.017815	-16.60964	15.696671	-16.60964	15.522441	15.781802	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	-16.60964	16.078297	15.893309	-16.60964	16.48766	15.838444	-16.60964	15.995761	16.205444	15.479228	L-aminoadipic acid**_1.48	1.48		162.0762		1118-90-7	Target		0.0
Sinapyl alcohol_7.993	3542.322	28246.15	9628.446	7569.1245	17682.93	12245.0625	17458.574	10849.929	4967.1753	9622.41	15675.497	8011.2505	17157.607	8978.857	12790.712	12405.928	5721.974	32589.275	17525.469	33497.87	14315.438	7679.613	1.0E-5	8629.19	13387.989	19819.88	13691.293	18936.475	23568.162	11.79048	14.785767	13.233087	12.88591	14.11007	13.579912	14.091647	13.405398	12.27821	13.2321825	13.936223	12.967811	14.066562	13.132316	13.642809	13.5987425	12.482297	14.99211	14.097165	15.031782	13.805284	12.906817	-16.60964	13.07501	13.708652	14.27466	13.740971	14.20888	14.524551	Sinapyl alcohol_7.993	7.993	7.9928	211.0968	212.0998	537-33-7	Target		0.0
